-3.20566 0.00240343
-2.91348 0.00594267
-2.77217 0.00874496
-2.67071 0.0112905
-2.59051 0.0139211
-2.52412 0.0164074
-2.46729 0.0189719
-2.41756 0.0213918
-2.37311 0.0237193
-2.3327 0.0258742
-2.29553 0.0280075
-2.26143 0.0307702
-2.23012 0.0332173
-2.20074 0.0348798
-2.17295 0.0371638
-2.1467 0.0390859
-2.12171 0.0410022
-2.09784 0.0428182
-2.07518 0.0455093
-2.05363 0.0473519
-2.033 0.0496441
-2.01316 0.0511694
-1.99413 0.0539984
-1.97587 0.0555824
-1.95823 0.0578081
-1.94115 0.0593507
-1.92465 0.0618844
-1.90872 0.0636715
-1.89321 0.0653132
-1.87818 0.067832
-1.86359 0.0692308
-1.84933 0.0710371
-1.83553 0.0739888
-1.82203 0.0741972
-1.80877 0.076587
-1.79581 0.0777765
-1.78304 0.0787952
-1.77054 0.0813606
-1.75835 0.08269
-1.7464 0.0846645
-1.7347 0.0863072
-1.72328 0.0888519
-1.7122 0.0916995
-1.70131 0.0919169
-1.69042 0.091838
-1.67982 0.096922
-1.66952 0.0971819
-1.65935 0.0995969
-1.6494 0.101364
-1.63957 0.102139
-1.62989 0.104449
-1.62042 0.106696
-1.61103 0.106312
-1.60171 0.108395
-1.5926 0.111175
-1.58362 0.111439
-1.57468 0.112417
-1.5659 0.115325
-1.55732 0.117956
-1.54881 0.11689
-1.54036 0.120004
-1.53209 0.121796
-1.52395 0.123857
-1.51588 0.124079
-1.50789 0.126219
-1.50003 0.128269
-1.49226 0.128914
-1.48452 0.12972
-1.47687 0.131664
-1.46936 0.134666
-1.46192 0.134303
-1.45458 0.138016
-1.44732 0.137354
-1.44012 0.140783
-1.43298 0.139281
-1.42587 0.142032
-1.41888 0.143974
-1.41193 0.143946
-1.40508 0.148089
-1.39833 0.147868
-1.39161 0.149804
-1.38493 0.149572
-1.3783 0.152427
-1.37177 0.15349
-1.3653 0.155999
-1.35887 0.154764
-1.35249 0.159105
-1.34623 0.16041
-1.34001 0.161112
-1.33378 0.15973
-1.32761 0.164368
-1.32152 0.164375
-1.31543 0.164101
-1.30941 0.167912
-1.30343 0.166611
-1.29747 0.169073
-1.29162 0.172468
-1.28583 0.173447
-1.28009 0.174588
-1.27438 0.175663
-1.2687 0.176845
-1.26301 0.174237
-1.25733 0.178122
-1.25177 0.18126
-1.24626 0.182092
-1.24077 0.18188
-1.2353 0.184173
-1.2299 0.186058
-1.22455 0.187921
-1.21922 0.18754
-1.2139 0.187749
-1.20861 0.190744
-1.20337 0.190652
-1.19811 0.189729
-1.19287 0.192023
-1.18773 0.19708
-1.18263 0.195069
-1.1775 0.194954
-1.1724 0.197397
-1.16741 0.20287
-1.16245 0.200891
-1.15751 0.203697
-1.15259 0.203229
-1.14768 0.203547
-1.1428 0.206868
